tweet_url,date,user_name,tweet_content,lang,is_user_verified,country,alpha_2_code,content,polarity,subjectivity,sentiment,neg,neu,pos,compound,punct,tokenized,nonstop,stemmed,year
https://twitter.com/BuddyFiling/status/1333718643713089537,2020-12-01,BuddyFiling,"Well, that sounds like great news. It seems like #economy is recovering. 
#COVID19 #Coronavirus #Lockdown2020 #Pandemic #FilingBuddy #EconomicCrisis #economicrecovery #India #FinanceMinistry #GST #GSTCollection #GSTReturn #GSTIndia #CGST #SGST #IGST #TaxNews #FinanceNews https://t.co/06ZyNQyY00",en,False,India,IN,well  that sounds like great news  it seems like  economy is recovering    covid19  coronavirus  lockdown2020  pandemic  filingbuddy  economiccrisis  economicrecovery  india  financeministry  gst  gstcollection  gstreturn  gstindia  cgst  sgst  igst  taxnews  financenews  ,0.8,0.75,positive,0.0,0.699,0.301,0.8807,well  that sounds like great news  it seems like  economy is recovering    covid  coronavirus  lockdown  pandemic  filingbuddy  economiccrisis  economicrecovery  india  financeministry  gst  gstcollection  gstreturn  gstindia  cgst  sgst  igst  taxnews  financenews  ,"['well', 'that', 'sounds', 'like', 'great', 'news', 'it', 'seems', 'like', 'economy', 'is', 'recovering', 'covid', 'coronavirus', 'lockdown', 'pandemic', 'filingbuddy', 'economiccrisis', 'economicrecovery', 'india', 'financeministry', 'gst', 'gstcollection', 'gstreturn', 'gstindia', 'cgst', 'sgst', 'igst', 'taxnews', 'financenews', '']","['well', 'sounds', 'like', 'great', 'news', 'seems', 'like', 'economy', 'recovering', 'covid', 'coronavirus', 'lockdown', 'pandemic', 'filingbuddy', 'economiccrisis', 'economicrecovery', 'india', 'financeministry', 'gst', 'gstcollection', 'gstreturn', 'gstindia', 'cgst', 'sgst', 'igst', 'taxnews', 'financenews', '']","['well', 'sound', 'like', 'great', 'news', 'seem', 'like', 'economi', 'recov', 'covid', 'coronaviru', 'lockdown', 'pandem', 'filingbuddi', 'economiccrisi', 'economicrecoveri', 'india', 'financeministri', 'gst', 'gstcollect', 'gstreturn', 'gstindia', 'cgst', 'sgst', 'igst', 'taxnew', 'financenew', '']",2020
https://twitter.com/DNewsHungary/status/1435838038312161280,2021-09-09,DNewsHungary,"Will you try it?
#hungary #Hungarian #dailynewshungary #Serbia #government #agreement #Danube #economy #development
 - https://t.co/WFmbawOOtY",en,False,Hungary,HU,will you try it   hungary  hungarian  dailynewshungary  serbia  government  agreement  danube  economy  development     ,0.0,0.0,positive,0.0,0.789,0.211,0.4939,will you try it   hungary  hungarian  dailynewshungary  serbia  government  agreement  danube  economy  development     ,"['will', 'you', 'try', 'it', 'hungary', 'hungarian', 'dailynewshungary', 'serbia', 'government', 'agreement', 'danube', 'economy', 'development', '']","['try', 'hungary', 'hungarian', 'dailynewshungary', 'serbia', 'government', 'agreement', 'danube', 'economy', 'development', '']","['tri', 'hungari', 'hungarian', 'dailynewshungari', 'serbia', 'govern', 'agreement', 'danub', 'economi', 'develop', '']",2021
https://twitter.com/HypatiaOA/status/1150366999442313216,2019-07-14,HypatiaOA,"Long March of Humanity! Late Night Chat with @calebmaupin #Politics #Ideology #Economy 

https://t.co/LltmzLvxJ1",en,False,United States,US,long march of humanity  late night chat with    politics  ideology  economy    ,-0.175,0.5,neutral,0.0,1.0,0.0,0.0,long march of humanity  late night chat with    politics  ideology  economy    ,"['long', 'march', 'of', 'humanity', 'late', 'night', 'chat', 'with', 'politics', 'ideology', 'economy', '']","['long', 'march', 'humanity', 'late', 'night', 'chat', 'politics', 'ideology', 'economy', '']","['long', 'march', 'human', 'late', 'night', 'chat', 'polit', 'ideolog', 'economi', '']",2019
https://twitter.com/FreeWord84/status/1621199343008239616,2023-02-02,FreeWord84,"""Breaking news: The #USnationaldebt reaches an estimated $40 trillion, a concerning figure for the country's financial stability and future prosperity. Time to make smart financial decisions for a secure future. #DebtCrisis #Economy""",en,False,United States,US, breaking news  the  usnationaldebt reaches an estimated  40 trillion  a concerning figure for the country s financial stability and future prosperity  time to make smart financial decisions for a secure future   debtcrisis  economy ,0.1023809523809523,0.2488095238095238,positive,0.0,0.811,0.189,0.6486, breaking news  the  usnationaldebt reaches an estimated   trillion  a concerning figure for the country s financial stability and future prosperity  time to make smart financial decisions for a secure future   debtcrisis  economy ,"['', 'breaking', 'news', 'the', 'usnationaldebt', 'reaches', 'an', 'estimated', 'trillion', 'a', 'concerning', 'figure', 'for', 'the', 'country', 's', 'financial', 'stability', 'and', 'future', 'prosperity', 'time', 'to', 'make', 'smart', 'financial', 'decisions', 'for', 'a', 'secure', 'future', 'debtcrisis', 'economy', '']","['', 'breaking', 'news', 'usnationaldebt', 'reaches', 'estimated', 'trillion', 'concerning', 'figure', 'country', 'financial', 'stability', 'future', 'prosperity', 'time', 'make', 'smart', 'financial', 'decisions', 'secure', 'future', 'debtcrisis', 'economy', '']","['', 'break', 'news', 'usnationaldebt', 'reach', 'estim', 'trillion', 'concern', 'figur', 'countri', 'financi', 'stabil', 'futur', 'prosper', 'time', 'make', 'smart', 'financi', 'decis', 'secur', 'futur', 'debtcrisi', 'economi', '']",2023
https://twitter.com/Redoubt17/status/1580317390067273728,2022-10-12,Redoubt17,Hot Newtown pocket sizzles as #downsizers swoop https://t.co/J46LFIpRzv #property #realestate #economy https://t.co/H9YxmNf5iy,en,False,Australia,AU,hot newtown pocket sizzles as  downsizers swoop    property  realestate  economy  ,0.25,0.8500000000000001,neutral,0.0,1.0,0.0,0.0,hot newtown pocket sizzles as  downsizers swoop    property  realestate  economy  ,"['hot', 'newtown', 'pocket', 'sizzles', 'as', 'downsizers', 'swoop', 'property', 'realestate', 'economy', '']","['hot', 'newtown', 'pocket', 'sizzles', 'downsizers', 'swoop', 'property', 'realestate', 'economy', '']","['hot', 'newtown', 'pocket', 'sizzl', 'downsiz', 'swoop', 'properti', 'realest', 'economi', '']",2022
https://twitter.com/Shulab/status/1597900007415447552,2022-11-30,Shulab,"""Amazon Wants to Review Your Sleep. (No, Thanks.)"" by BY BRIAN X. CHEN. #NYT #Tech #future #innovation #Technology #economy https://t.co/OnTiSEKD9z",en,False,Germany,DE, amazon wants to review your sleep   no  thanks    by by brian x  chen   nyt  tech  future  innovation  technology  economy  ,0.0333333333333333,0.1416666666666667,positive,0.094,0.598,0.308,0.6124, amazon wants to review your sleep   no  thanks    by by brian x  chen   nyt  tech  future  innovation  technology  economy  ,"['', 'amazon', 'wants', 'to', 'review', 'your', 'sleep', 'no', 'thanks', 'by', 'by', 'brian', 'x', 'chen', 'nyt', 'tech', 'future', 'innovation', 'technology', 'economy', '']","['', 'amazon', 'wants', 'review', 'sleep', 'thanks', 'brian', 'x', 'chen', 'nyt', 'tech', 'future', 'innovation', 'technology', 'economy', '']","['', 'amazon', 'want', 'review', 'sleep', 'thank', 'brian', 'x', 'chen', 'nyt', 'tech', 'futur', 'innov', 'technolog', 'economi', '']",2022
https://twitter.com/vivek_bhaskar/status/1307720969885290497,2020-09-20,vivek_bhaskar,"Furnished Builder Floor for Rent in E Block Sushant Lok Phase - I Gurgaon
Area 1200 sq ft
https://t.co/x7he2vHfGX

#Gurgaon #realestate #Property #BigData #DeepLearning #DigitalMarketing #SupplyChain #ArtificialIntelligence #ecommercebusiness #economy #ecommerce #HouseHunters https://t.co/flOCCuN5TY",en,False,India,IN,furnished builder floor for rent in e block sushant lok phase   i gurgaon area 1200 sq ft     gurgaon  realestate  property  bigdata  deeplearning  digitalmarketing  supplychain  artificialintelligence  ecommercebusiness  economy  ecommerce  househunters  ,0.0,0.0,negative,0.1,0.9,0.0,-0.4404,furnished builder floor for rent in e block sushant lok phase   i gurgaon area  sq ft     gurgaon  realestate  property  bigdata  deeplearning  digitalmarketing  supplychain  artificialintelligence  ecommercebusiness  economy  ecommerce  househunters  ,"['furnished', 'builder', 'floor', 'for', 'rent', 'in', 'e', 'block', 'sushant', 'lok', 'phase', 'i', 'gurgaon', 'area', 'sq', 'ft', 'gurgaon', 'realestate', 'property', 'bigdata', 'deeplearning', 'digitalmarketing', 'supplychain', 'artificialintelligence', 'ecommercebusiness', 'economy', 'ecommerce', 'househunters', '']","['furnished', 'builder', 'floor', 'rent', 'e', 'block', 'sushant', 'lok', 'phase', 'gurgaon', 'area', 'sq', 'ft', 'gurgaon', 'realestate', 'property', 'bigdata', 'deeplearning', 'digitalmarketing', 'supplychain', 'artificialintelligence', 'ecommercebusiness', 'economy', 'ecommerce', 'househunters', '']","['furnish', 'builder', 'floor', 'rent', 'e', 'block', 'sushant', 'lok', 'phase', 'gurgaon', 'area', 'sq', 'ft', 'gurgaon', 'realest', 'properti', 'bigdata', 'deeplearn', 'digitalmarket', 'supplychain', 'artificialintellig', 'ecommercebusi', 'economi', 'ecommerc', 'househunt', '']",2020
https://twitter.com/Grav1/status/1417118763892215811,2021-07-19,Grav1,"In search of solutions: As labor shortage gets worse, why not tap more immigrants? ⁦@mitchschnurman⁩ explores all sides of the issue. #labor #laborshortage #jobs #immigration #economy #COVID19 #coronavirus #pandemiclife  https://t.co/qaiB7MaUPK",en,True,United States,US,in search of solutions  as labor shortage gets worse  why not tap more immigrants      explores all sides of the issue   labor  laborshortage  jobs  immigration  economy  covid19  coronavirus  pandemiclife   ,0.0499999999999999,0.55,negative,0.16,0.786,0.053,-0.5267,in search of solutions  as labor shortage gets worse  why not tap more immigrants      explores all sides of the issue   labor  laborshortage  jobs  immigration  economy  covid  coronavirus  pandemiclife   ,"['in', 'search', 'of', 'solutions', 'as', 'labor', 'shortage', 'gets', 'worse', 'why', 'not', 'tap', 'more', 'immigrants', 'explores', 'all', 'sides', 'of', 'the', 'issue', 'labor', 'laborshortage', 'jobs', 'immigration', 'economy', 'covid', 'coronavirus', 'pandemiclife', '']","['search', 'solutions', 'labor', 'shortage', 'gets', 'worse', 'tap', 'immigrants', 'explores', 'sides', 'issue', 'labor', 'laborshortage', 'jobs', 'immigration', 'economy', 'covid', 'coronavirus', 'pandemiclife', '']","['search', 'solut', 'labor', 'shortag', 'get', 'wors', 'tap', 'immigr', 'explor', 'side', 'issu', 'labor', 'laborshortag', 'job', 'immigr', 'economi', 'covid', 'coronaviru', 'pandemiclif', '']",2021
https://twitter.com/GuardianNigeria/status/1201048288033566720,2019-12-01,GuardianNigeria,"Grab a copy of The Guardian on the newsstands and read the #GuardianEditorial for Sunday, December 1, 2019.⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
#Editorial #GuardianOpEd #Opinion #Newspaper #Nigeria #Economy #Politics #Headline #Business #Sports #Africa #TheGuardianNg⁣

⁣⁣⁣⁣ https://t.co/cRtxtXHLnk",en,True,Nigeria,NG,grab a copy of the guardian on the newsstands and read the  guardianeditorial for sunday  december 1  2019                  editorial  guardianoped  opinion  newspaper  nigeria  economy  politics  headline  business  sports  africa  theguardianng         ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,grab a copy of the guardian on the newsstands and read the  guardianeditorial for sunday  december                     editorial  guardianoped  opinion  newspaper  nigeria  economy  politics  headline  business  sports  africa  theguardianng         ,"['grab', 'a', 'copy', 'of', 'the', 'guardian', 'on', 'the', 'newsstands', 'and', 'read', 'the', 'guardianeditorial', 'for', 'sunday', 'december', 'editorial', 'guardianoped', 'opinion', 'newspaper', 'nigeria', 'economy', 'politics', 'headline', 'business', 'sports', 'africa', 'theguardianng', '']","['grab', 'copy', 'guardian', 'newsstands', 'read', 'guardianeditorial', 'sunday', 'december', 'editorial', 'guardianoped', 'opinion', 'newspaper', 'nigeria', 'economy', 'politics', 'headline', 'business', 'sports', 'africa', 'theguardianng', '']","['grab', 'copi', 'guardian', 'newsstand', 'read', 'guardianeditori', 'sunday', 'decemb', 'editori', 'guardianop', 'opinion', 'newspap', 'nigeria', 'economi', 'polit', 'headlin', 'busi', 'sport', 'africa', 'theguardianng', '']",2019
https://twitter.com/leadlagreport/status/1449458125367545859,2021-10-16,leadlagreport,"German sentiment dropped for the fifth consecutive month, driven by ""persisting supply bottlenecks for raw materials and intermediate products,"" according to ZEW President Achim Wambach. #economy https://t.co/WnguDZPOKp",en,True,Poland,PL,german sentiment dropped for the fifth consecutive month  driven by  persisting supply bottlenecks for raw materials and intermediate products   according to zew president achim wambach   economy  ,-0.1153846153846153,0.2307692307692307,neutral,0.0,1.0,0.0,0.0,german sentiment dropped for the fifth consecutive month  driven by  persisting supply bottlenecks for raw materials and intermediate products   according to zew president achim wambach   economy  ,"['german', 'sentiment', 'dropped', 'for', 'the', 'fifth', 'consecutive', 'month', 'driven', 'by', 'persisting', 'supply', 'bottlenecks', 'for', 'raw', 'materials', 'and', 'intermediate', 'products', 'according', 'to', 'zew', 'president', 'achim', 'wambach', 'economy', '']","['german', 'sentiment', 'dropped', 'fifth', 'consecutive', 'month', 'driven', 'persisting', 'supply', 'bottlenecks', 'raw', 'materials', 'intermediate', 'products', 'according', 'zew', 'president', 'achim', 'wambach', 'economy', '']","['german', 'sentiment', 'drop', 'fifth', 'consecut', 'month', 'driven', 'persist', 'suppli', 'bottleneck', 'raw', 'materi', 'intermedi', 'product', 'accord', 'zew', 'presid', 'achim', 'wambach', 'economi', '']",2021
https://twitter.com/ChuckDalldorf/status/1029014907948163073,2018-08-13,ChuckDalldorf,Turkey accuses US of 'stab in back' as currency woes persist https://t.co/SHs3VlDlJ5 #Turkey #US #politics #diplomacy #tariffs #economy #security #NATO #EU #Russia,en,False,United States,US,turkey accuses us of  stab in back  as currency woes persist    turkey  us  politics  diplomacy  tariffs  economy  security  nato  eu  russia,0.0,0.0,negative,0.319,0.596,0.084,-0.7717,turkey accuses us of  stab in back  as currency woes persist    turkey  us  politics  diplomacy  tariffs  economy  security  nato  eu  russia,"['turkey', 'accuses', 'us', 'of', 'stab', 'in', 'back', 'as', 'currency', 'woes', 'persist', 'turkey', 'us', 'politics', 'diplomacy', 'tariffs', 'economy', 'security', 'nato', 'eu', 'russia']","['turkey', 'accuses', 'us', 'stab', 'back', 'currency', 'woes', 'persist', 'turkey', 'us', 'politics', 'diplomacy', 'tariffs', 'economy', 'security', 'nato', 'eu', 'russia']","['turkey', 'accus', 'us', 'stab', 'back', 'currenc', 'woe', 'persist', 'turkey', 'us', 'polit', 'diplomaci', 'tariff', 'economi', 'secur', 'nato', 'eu', 'russia']",2018
https://twitter.com/topstonks/status/1561733266650144769,2022-08-22,topstonks,"$SGFY - SGFY running up 40% today. United Health, Amazon bidding for the business!https://t.co/cOY0zzUGD9 #markets #stock #economy #SGFY",en,False,United States,US, sgfy   sgfy running up 40  today  united health  amazon bidding for the business     markets  stock  economy  sgfy,0.0,0.0,positive,0.0,0.769,0.231,0.5423, sgfy   sgfy running up   today  united health  amazon bidding for the business     markets  stock  economy  sgfy,"['', 'sgfy', 'sgfy', 'running', 'up', 'today', 'united', 'health', 'amazon', 'bidding', 'for', 'the', 'business', 'markets', 'stock', 'economy', 'sgfy']","['', 'sgfy', 'sgfy', 'running', 'today', 'united', 'health', 'amazon', 'bidding', 'business', 'markets', 'stock', 'economy', 'sgfy']","['', 'sgfi', 'sgfi', 'run', 'today', 'unit', 'health', 'amazon', 'bid', 'busi', 'market', 'stock', 'economi', 'sgfi']",2022
